0.000000,30.491208
0.200000,29.642611
0.400000,29.861883
0.600000,30.741574
0.800000,28.093205
1.000000,31.321504
1.200000,30.076522
1.400000,29.592989
1.600000,29.915888
1.800000,29.968192
2.000000,28.275202
2.200000,31.501982
2.400000,30.049009
2.600000,30.451326
2.800000,30.960514
3.000000,28.988442
3.200000,30.483716
3.400000,29.743244
3.600000,30.858296
3.800000,27.884938
4.000000,29.913711
4.200000,29.410625
4.400000,30.446348
4.600000,30.484770
4.800000,19.307739
5.000000,19.303832
5.200000,19.905980
5.400000,19.120643
5.600000,20.859909
5.800000,19.649358
6.000000,17.112217
6.200000,19.645023
6.400000,18.981941
6.600000,18.389849
6.800000,18.784338
7.000000,20.131813
7.200000,21.351685
7.400000,20.336868
7.600000,19.417820
7.800000,20.480867
8.000000,19.566512
8.200000,19.331641
8.400000,28.872518
8.600000,28.275692
8.800000,29.638236
9.000000,30.186853
9.200000,29.932815
9.400000,29.614111
9.600000,29.084971
9.800000,30.639602
10.000000,28.714863
10.200000,30.808662
10.400000,29.031056
10.600000,29.281477
10.800000,28.567766
11.000000,29.533788
11.200000,31.011141
11.400000,30.552096
11.600000,31.015528
11.800000,30.559887
12.000000,28.934714
12.200000,29.708233
12.400000,29.259461
12.600000,31.370874
12.800000,28.844148
13.000000,30.935273
13.200000,30.935167
13.400000,31.872472
13.600000,39.633803
13.800000,40.756450
14.000000,42.326417
14.200000,39.427762
14.400000,38.511001
14.600000,38.166669
14.800000,40.760029
15.000000,38.164804
15.200000,39.676273
15.400000,40.486542
15.600000,40.235042
15.800000,40.475949
16.000000,40.273431
16.200000,41.330644
16.400000,39.100099
16.600000,39.376057
16.800000,29.281029
17.000000,30.884517
17.200000,30.955361
17.400000,30.506824
17.600000,31.239729
17.800000,28.878831
18.000000,31.724732
18.200000,21.581383
18.400000,20.794403
18.600000,21.841216
18.800000,18.403430
19.000000,19.536240
19.200000,19.326021
19.400000,20.783439
19.600000,19.012455
19.800000,20.820726
20.000000,21.434403
20.200000,20.759705
20.400000,20.348888
20.600000,19.077899
20.800000,19.219556
21.000000,21.316661
21.200000,20.847026
21.400000,20.029292
21.600000,19.651037
21.800000,18.043773
22.000000,18.999363
22.200000,21.982269
22.400000,18.791028
22.600000,20.261598
22.800000,21.080196
23.000000,18.818463
23.200000,20.258730
23.400000,21.012568
23.600000,20.087786
23.800000,22.944323
24.000000,18.407954
24.200000,21.135915
24.400000,19.905017
24.600000,10.850372
24.800000,20.520392
25.000000,19.346561
